"idDisc";"registro";"hora"
1;138.66899490356445;"2022-10-24 21:45:42"
2;138.66911697387695;"2022-10-24 21:45:43"
3;138.66911697387695;"2022-10-24 21:45:44"
4;138.6653938293457;"2022-10-24 21:45:45"
5;138.6653938293457;"2022-10-24 21:45:46"
6;138.6655158996582;"2022-10-24 21:45:47"
7;138.6655158996582;"2022-10-24 21:45:48"
8;138.66551208496094;"2022-10-24 21:45:49"
9;138.66563415527344;"2022-10-24 21:45:50"
10;138.66563415527344;"2022-10-24 21:45:51"
11;138.66563415527344;"2022-10-24 21:45:52"
12;138.66563415527344;"2022-10-24 21:45:54"
13;138.66563415527344;"2022-10-24 21:45:55"
14;138.66563415527344;"2022-10-24 21:45:56"
15;138.66575622558594;"2022-10-24 21:45:57"
16;138.66575622558594;"2022-10-24 21:45:58"
17;138.66575622558594;"2022-10-24 21:45:59"
18;138.66575622558594;"2022-10-24 21:46:00"
19;138.66575622558594;"2022-10-24 21:46:01"
20;138.66575622558594;"2022-10-24 21:46:02"
21;138.6657600402832;"2022-10-24 21:46:03"
22;138.6657600402832;"2022-10-24 21:46:04"
23;138.6658821105957;"2022-10-24 21:46:06"
24;138.66582107543945;"2022-10-24 21:46:07"
25;138.66585159301758;"2022-10-24 21:46:08"
26;138.66585159301758;"2022-10-24 21:46:09"
27;138.66606521606445;"2022-10-24 21:46:10"
28;138.66606521606445;"2022-10-24 21:46:11"
29;138.6706428527832;"2022-10-24 21:46:12"
30;138.67076110839844;"2022-10-24 21:46:13"
31;138.67118072509766;"2022-10-24 21:46:14"
32;138.6712417602539;"2022-10-24 21:46:15"
33;138.6712417602539;"2022-10-24 21:46:16"
34;138.67180633544922;"2022-10-24 21:46:18"
35;138.67180633544922;"2022-10-24 21:46:19"
36;138.67186737060547;"2022-10-24 21:46:20"
37;138.67205047607422;"2022-10-24 21:46:21"
38;138.67205047607422;"2022-10-24 21:46:22"
39;138.67296600341797;"2022-10-24 21:46:23"
40;138.6679801940918;"2022-10-24 21:46:24"
41;138.66856002807617;"2022-10-24 21:46:25"
42;138.6689453125;"2022-10-24 21:46:27"
43;138.6689453125;"2022-10-24 21:46:28"
44;138.6690673828125;"2022-10-24 21:46:29"
45;138.66823959350586;"2022-10-24 21:46:30"
46;138.66887664794922;"2022-10-24 21:46:31"
47;138.67304611206055;"2022-10-24 21:46:34"
48;138.67304611206055;"2022-10-24 21:46:35"
49;138.67257690429688;"2022-10-24 21:46:36"
50;138.67257690429688;"2022-10-24 21:46:38"
51;138.67263793945312;"2022-10-24 21:46:39"
52;138.67263793945312;"2022-10-24 21:46:40"
53;138.67263793945312;"2022-10-24 21:46:41"
54;138.67282104492188;"2022-10-24 21:46:42"
55;138.67276000976562;"2022-10-24 21:46:43"
56;138.67276000976562;"2022-10-24 21:46:44"
57;138.67276000976562;"2022-10-24 21:46:45"
58;138.67276000976562;"2022-10-24 21:46:46"
59;138.67276000976562;"2022-10-24 21:46:47"
60;138.67282104492188;"2022-10-24 21:46:48"
61;138.67282104492188;"2022-10-24 21:46:49"
62;138.67247772216797;"2022-10-24 21:46:50"
63;138.67247772216797;"2022-10-24 21:46:52"
64;138.67247772216797;"2022-10-24 21:46:53"
65;138.67247772216797;"2022-10-24 21:46:54"
66;138.67259979248047;"2022-10-24 21:46:55"
67;138.67259979248047;"2022-10-24 21:46:56"
68;138.67259979248047;"2022-10-24 21:46:57"
69;138.67259979248047;"2022-10-24 21:46:58"
70;138.67259979248047;"2022-10-24 21:46:59"
71;138.67259979248047;"2022-10-24 21:47:00"
72;138.6725959777832;"2022-10-24 21:47:02"
73;138.6725959777832;"2022-10-24 21:47:03"
74;138.67261505126953;"2022-10-24 21:47:04"
75;138.67261505126953;"2022-10-24 21:47:05"
76;138.67261505126953;"2022-10-24 21:47:06"
77;138.67261505126953;"2022-10-24 21:47:07"
78;138.67261505126953;"2022-10-24 21:47:09"
79;138.67280960083008;"2022-10-24 21:47:10"
80;138.6728744506836;"2022-10-24 21:47:11"
81;138.6730194091797;"2022-10-24 21:47:12"
82;138.67302322387695;"2022-10-24 21:47:13"
83;138.6732940673828;"2022-10-24 21:47:15"
84;138.67334365844727;"2022-10-24 21:47:16"
85;138.67359161376953;"2022-10-24 21:47:17"
86;138.67353057861328;"2022-10-24 21:47:18"
87;138.67359161376953;"2022-10-24 21:47:19"
88;138.6738052368164;"2022-10-24 21:47:20"
89;138.67380905151367;"2022-10-24 21:47:21"
90;138.67387008666992;"2022-10-24 21:47:22"
91;138.67387008666992;"2022-10-24 21:47:24"
92;138.67387771606445;"2022-10-24 21:47:25"
93;138.67387771606445;"2022-10-24 21:47:26"
94;138.67387771606445;"2022-10-24 21:47:27"
95;138.67387771606445;"2022-10-24 21:47:28"
96;138.67355346679688;"2022-10-24 21:47:29"
97;138.67361450195312;"2022-10-24 21:47:30"
98;138.67361450195312;"2022-10-24 21:47:31"
99;138.67361450195312;"2022-10-24 21:47:32"
100;138.67361450195312;"2022-10-24 21:47:33"
101;138.6735382080078;"2022-10-24 21:47:34"
102;138.6735382080078;"2022-10-24 21:47:36"
103;138.6735382080078;"2022-10-24 21:47:37"
104;138.6735382080078;"2022-10-24 21:47:38"
105;138.6735382080078;"2022-10-24 21:47:39"
106;138.6735382080078;"2022-10-24 21:47:40"
107;138.6735382080078;"2022-10-24 21:47:41"
108;138.6735382080078;"2022-10-24 21:47:42"
109;138.6735382080078;"2022-10-24 21:47:43"
110;138.6735382080078;"2022-10-24 21:47:44"
111;138.6735382080078;"2022-10-24 21:47:46"
112;138.6735382080078;"2022-10-24 21:47:47"
113;138.6736602783203;"2022-10-24 21:47:48"
114;138.6736602783203;"2022-10-24 21:47:49"
115;138.6736602783203;"2022-10-24 21:47:50"
116;138.6736602783203;"2022-10-24 21:47:51"
117;138.6736602783203;"2022-10-24 21:47:52"
118;138.6736602783203;"2022-10-24 21:47:53"
119;138.6737823486328;"2022-10-24 21:47:54"
120;138.6737823486328;"2022-10-24 21:47:55"
121;138.6737823486328;"2022-10-24 21:47:56"
122;138.6737823486328;"2022-10-24 21:47:57"
123;138.6737823486328;"2022-10-24 21:47:58"
124;138.67372131347656;"2022-10-24 21:48:00"
125;138.67372131347656;"2022-10-24 21:48:01"
126;138.67372131347656;"2022-10-24 21:48:02"
127;138.67372131347656;"2022-10-24 21:48:03"
128;138.67372131347656;"2022-10-24 21:48:04"
129;138.67372131347656;"2022-10-24 21:48:05"
130;138.67372131347656;"2022-10-24 21:48:06"
131;138.67372131347656;"2022-10-24 21:48:07"
132;138.67372131347656;"2022-10-24 21:48:08"
133;138.67372131347656;"2022-10-24 21:48:09"
134;138.67372131347656;"2022-10-24 21:48:11"
135;138.67372131347656;"2022-10-24 21:48:12"
136;138.67372131347656;"2022-10-24 21:48:13"
137;138.67372131347656;"2022-10-24 21:48:14"
138;138.67372131347656;"2022-10-24 21:48:15"
139;138.67372131347656;"2022-10-24 21:48:16"
140;138.67156982421875;"2022-10-24 21:48:17"
141;138.67156982421875;"2022-10-24 21:48:18"
142;138.67156982421875;"2022-10-24 21:48:19"
143;138.6717529296875;"2022-10-24 21:48:21"
144;138.6717529296875;"2022-10-24 21:48:22"
145;138.67181396484375;"2022-10-24 21:48:23"
146;138.67181396484375;"2022-10-24 21:48:24"
147;138.67193984985352;"2022-10-24 21:48:25"
148;138.67197799682617;"2022-10-24 21:48:26"
149;138.67197799682617;"2022-10-24 21:48:27"
150;138.67197799682617;"2022-10-24 21:48:28"
151;138.67181777954102;"2022-10-24 21:48:29"
152;138.67181777954102;"2022-10-24 21:48:30"
153;138.66791152954102;"2022-10-24 21:48:31"
154;138.66787338256836;"2022-10-24 21:48:32"
155;138.66787338256836;"2022-10-24 21:48:33"
156;138.66799545288086;"2022-10-24 21:48:34"
157;138.66799545288086;"2022-10-24 21:48:36"
158;138.6681785583496;"2022-10-24 21:48:37"
159;138.6681785583496;"2022-10-24 21:48:38"
160;138.6681785583496;"2022-10-24 21:48:39"
161;138.6681785583496;"2022-10-24 21:48:40"
162;138.6681785583496;"2022-10-24 21:48:41"
163;138.6681785583496;"2022-10-24 21:48:42"
164;138.6681785583496;"2022-10-24 21:48:43"
165;138.6681785583496;"2022-10-24 21:48:44"
166;138.66818237304688;"2022-10-24 21:48:45"
167;138.66824340820312;"2022-10-24 21:48:47"
168;138.66836547851562;"2022-10-24 21:48:48"
169;138.66836547851562;"2022-10-24 21:48:49"
170;138.66842651367188;"2022-10-24 21:48:50"
171;138.66842651367188;"2022-10-24 21:48:51"
172;138.66842651367188;"2022-10-24 21:48:52"
173;138.66842651367188;"2022-10-24 21:48:53"
174;138.66842651367188;"2022-10-24 21:48:54"
175;138.66842651367188;"2022-10-24 21:48:55"
176;138.6684684753418;"2022-10-24 21:48:56"
177;138.6684684753418;"2022-10-24 21:48:57"
178;138.66847229003906;"2022-10-24 21:48:59"
179;138.66847229003906;"2022-10-24 21:49:00"
180;138.66847229003906;"2022-10-24 21:49:01"
181;138.66847229003906;"2022-10-24 21:49:02"
182;138.66847229003906;"2022-10-24 21:49:03"
183;138.66847229003906;"2022-10-24 21:49:04"
184;138.66847229003906;"2022-10-24 21:49:06"
185;138.66847229003906;"2022-10-24 21:49:07"
186;138.66847229003906;"2022-10-24 21:49:08"
187;138.66847229003906;"2022-10-24 21:49:09"
188;138.66843032836914;"2022-10-24 21:49:10"
189;138.6684455871582;"2022-10-24 21:49:11"
190;138.6685905456543;"2022-10-24 21:49:12"
191;138.6685905456543;"2022-10-24 21:49:13"
192;138.6685905456543;"2022-10-24 21:49:14"
193;138.6685905456543;"2022-10-24 21:49:15"
194;138.66881561279297;"2022-10-24 21:49:16"
195;138.66881561279297;"2022-10-24 21:49:18"
196;138.66881561279297;"2022-10-24 21:49:19"
197;138.66893768310547;"2022-10-24 21:49:20"
198;138.66893768310547;"2022-10-24 21:49:21"
199;138.66893768310547;"2022-10-24 21:49:22"
200;138.66902923583984;"2022-10-24 21:49:23"
201;138.66902923583984;"2022-10-24 21:49:24"
202;138.66902923583984;"2022-10-24 21:49:25"
203;138.6690902709961;"2022-10-24 21:49:26"
204;138.6690902709961;"2022-10-24 21:49:28"
205;138.6690902709961;"2022-10-24 21:49:29"
206;138.6692123413086;"2022-10-24 21:49:30"
207;138.6692771911621;"2022-10-24 21:49:31"
208;138.66933822631836;"2022-10-24 21:49:32"
209;138.66933822631836;"2022-10-24 21:49:33"
210;138.66934967041016;"2022-10-24 21:49:34"
211;138.66934967041016;"2022-10-24 21:49:35"
212;138.66934967041016;"2022-10-24 21:49:36"
213;138.66934967041016;"2022-10-24 21:49:37"
214;138.66947174072266;"2022-10-24 21:49:38"
215;138.66947174072266;"2022-10-24 21:49:39"
216;138.66953659057617;"2022-10-24 21:49:41"
217;138.66567611694336;"2022-10-24 21:49:42"
218;138.66567611694336;"2022-10-24 21:49:43"
219;138.6660614013672;"2022-10-24 21:49:44"
220;138.6660614013672;"2022-10-24 21:49:45"
221;138.6660614013672;"2022-10-24 21:49:46"
222;138.6660614013672;"2022-10-24 21:49:47"
223;138.6660614013672;"2022-10-24 21:49:48"
224;138.6660614013672;"2022-10-24 21:49:49"
225;138.6660614013672;"2022-10-24 21:49:50"
226;138.6660614013672;"2022-10-24 21:49:52"
227;138.6660614013672;"2022-10-24 21:49:53"
228;138.6660614013672;"2022-10-24 21:49:54"
229;138.6660614013672;"2022-10-24 21:49:55"
230;138.6660614013672;"2022-10-24 21:49:56"
231;138.6660614013672;"2022-10-24 21:49:57"
232;138.6660614013672;"2022-10-24 21:49:58"
233;138.6660614013672;"2022-10-24 21:49:59"
234;138.6660614013672;"2022-10-24 21:50:00"
235;138.6660614013672;"2022-10-24 21:50:01"
236;138.6660614013672;"2022-10-24 21:50:02"
237;138.6660614013672;"2022-10-24 21:50:03"
238;138.6660614013672;"2022-10-24 21:50:04"
239;138.6660614013672;"2022-10-24 21:50:05"
240;138.6660614013672;"2022-10-24 21:50:07"
241;138.6660614013672;"2022-10-24 21:50:08"
242;138.6660614013672;"2022-10-24 21:50:09"
243;138.6660614013672;"2022-10-24 21:50:10"
244;138.6660614013672;"2022-10-24 21:50:11"
245;138.6660614013672;"2022-10-24 21:50:12"
246;138.6660614013672;"2022-10-24 21:50:13"
247;138.6660614013672;"2022-10-24 21:50:14"
248;138.6660614013672;"2022-10-24 21:50:15"
249;138.6660614013672;"2022-10-24 21:50:16"
250;138.6660614013672;"2022-10-24 21:50:17"
251;138.66624450683594;"2022-10-24 21:50:19"
252;138.66624450683594;"2022-10-24 21:50:20"
253;138.66629028320312;"2022-10-24 21:50:21"
254;138.6662940979004;"2022-10-24 21:50:22"
255;138.6662940979004;"2022-10-24 21:50:23"
256;138.6662940979004;"2022-10-24 21:50:24"
257;138.6662940979004;"2022-10-24 21:50:25"
258;138.6662940979004;"2022-10-24 21:50:26"
259;138.6662940979004;"2022-10-24 21:50:27"
260;138.6662483215332;"2022-10-24 21:50:28"
261;138.6663703918457;"2022-10-24 21:50:29"
262;138.6664924621582;"2022-10-24 21:50:30"
263;138.6664924621582;"2022-10-24 21:50:31"
264;138.6664924621582;"2022-10-24 21:50:32"
265;138.66667556762695;"2022-10-24 21:50:33"
266;138.66667556762695;"2022-10-24 21:50:35"
267;138.66667556762695;"2022-10-24 21:50:36"
268;138.66667556762695;"2022-10-24 21:50:37"
269;138.66667556762695;"2022-10-24 21:50:38"
270;138.66667556762695;"2022-10-24 21:50:39"
271;138.66667556762695;"2022-10-24 21:50:40"
272;138.66667556762695;"2022-10-24 21:50:42"
273;138.66667556762695;"2022-10-24 21:50:43"
274;138.6667938232422;"2022-10-24 21:50:44"
275;138.6667938232422;"2022-10-24 21:50:45"
276;138.6667938232422;"2022-10-24 21:50:46"
277;138.6667938232422;"2022-10-24 21:50:47"
278;138.6667938232422;"2022-10-24 21:50:48"
279;138.6667938232422;"2022-10-24 21:50:49"
280;138.6667938232422;"2022-10-24 21:50:50"
281;138.6667938232422;"2022-10-24 21:50:51"
282;138.6667938232422;"2022-10-24 21:50:52"
283;138.6667938232422;"2022-10-24 21:50:53"
284;138.6667938232422;"2022-10-24 21:50:55"
285;138.6667938232422;"2022-10-24 21:50:56"
286;138.6667938232422;"2022-10-24 21:50:57"
287;138.6667938232422;"2022-10-24 21:50:58"
288;138.6667938232422;"2022-10-24 21:50:59"
289;138.6669158935547;"2022-10-24 21:51:00"
290;138.66413116455078;"2022-10-24 21:51:01"
291;138.66521835327148;"2022-10-24 21:51:03"
292;138.66534042358398;"2022-10-24 21:51:04"
293;138.66741561889648;"2022-10-24 21:51:05"
294;138.66741561889648;"2022-10-24 21:51:06"
295;138.66582489013672;"2022-10-24 21:51:07"
296;138.6660041809082;"2022-10-24 21:51:08"
297;138.66607666015625;"2022-10-24 21:51:10"
298;138.66615676879883;"2022-10-24 21:51:11"
299;138.66637420654297;"2022-10-24 21:51:12"
300;138.66643524169922;"2022-10-24 21:51:13"
301;138.66636276245117;"2022-10-24 21:51:14"
302;138.6666259765625;"2022-10-24 21:51:15"
303;138.66766357421875;"2022-10-24 21:51:16"
304;138.66766357421875;"2022-10-24 21:51:17"
305;138.66778182983398;"2022-10-24 21:51:18"
306;138.66877365112305;"2022-10-24 21:51:20"
307;138.6697235107422;"2022-10-24 21:51:21"
308;138.66972732543945;"2022-10-24 21:51:22"
309;138.67022323608398;"2022-10-24 21:51:23"
310;138.67022323608398;"2022-10-24 21:51:25"
311;138.67022323608398;"2022-10-24 21:51:26"
312;138.67022323608398;"2022-10-24 21:51:27"
313;138.67022323608398;"2022-10-24 21:51:28"
314;138.67022323608398;"2022-10-24 21:51:29"
315;138.67022323608398;"2022-10-24 21:51:30"
316;138.6698989868164;"2022-10-24 21:51:31"
317;138.6698989868164;"2022-10-24 21:51:33"
318;138.6698989868164;"2022-10-24 21:51:34"
319;138.6698989868164;"2022-10-24 21:51:35"
320;138.66996002197266;"2022-10-24 21:51:36"
321;138.66996002197266;"2022-10-24 21:51:37"
322;138.66996002197266;"2022-10-24 21:51:38"
323;138.6701431274414;"2022-10-24 21:51:39"
324;138.67020416259766;"2022-10-24 21:51:40"
325;138.67020416259766;"2022-10-24 21:51:41"
326;138.67020416259766;"2022-10-24 21:51:42"
327;138.6704216003418;"2022-10-24 21:51:43"
328;138.6704216003418;"2022-10-24 21:51:44"
329;138.67048263549805;"2022-10-24 21:51:46"
330;138.6706657409668;"2022-10-24 21:51:47"
331;138.67033004760742;"2022-10-24 21:51:49"
332;138.67033004760742;"2022-10-24 21:51:51"
333;138.67033004760742;"2022-10-24 21:51:52"
334;138.67033004760742;"2022-10-24 21:51:53"
335;138.6703338623047;"2022-10-24 21:51:54"
336;138.6703338623047;"2022-10-24 21:51:55"
337;138.67040634155273;"2022-10-24 21:51:56"
338;138.67058944702148;"2022-10-24 21:51:57"
339;138.67058563232422;"2022-10-24 21:51:58"
340;138.67070770263672;"2022-10-24 21:51:59"
341;138.67070770263672;"2022-10-24 21:52:01"
342;138.67070770263672;"2022-10-24 21:52:02"
343;138.67070770263672;"2022-10-24 21:52:03"
344;138.67070770263672;"2022-10-24 21:52:04"
345;138.67070770263672;"2022-10-24 21:52:05"
346;138.67071533203125;"2022-10-24 21:52:06"
347;138.67084884643555;"2022-10-24 21:52:07"
348;138.67071533203125;"2022-10-24 21:52:09"
349;138.6707763671875;"2022-10-24 21:52:10"
350;138.6707763671875;"2022-10-24 21:52:11"
351;138.6707763671875;"2022-10-24 21:52:12"
352;138.6707763671875;"2022-10-24 21:52:13"
353;138.6707763671875;"2022-10-24 21:52:14"
354;138.67083740234375;"2022-10-24 21:52:15"
355;138.67089080810547;"2022-10-24 21:52:16"
356;138.67089080810547;"2022-10-24 21:52:17"
357;138.67089080810547;"2022-10-24 21:52:18"
358;138.67082977294922;"2022-10-24 21:52:19"
359;138.67082977294922;"2022-10-24 21:52:20"
360;138.67082977294922;"2022-10-24 21:52:21"
361;138.67082977294922;"2022-10-24 21:52:23"
362;138.67082977294922;"2022-10-24 21:52:24"
363;138.67082977294922;"2022-10-24 21:52:25"
364;138.67082977294922;"2022-10-24 21:52:26"
365;138.67082977294922;"2022-10-24 21:52:27"
366;138.67082977294922;"2022-10-24 21:52:28"
367;138.67082977294922;"2022-10-24 21:52:29"
368;138.67082977294922;"2022-10-24 21:52:30"
369;138.67082977294922;"2022-10-24 21:52:31"
370;138.67082977294922;"2022-10-24 21:52:32"
371;138.67082977294922;"2022-10-24 21:52:33"
372;138.67082977294922;"2022-10-24 21:52:34"
373;138.67082977294922;"2022-10-24 21:52:35"
374;138.67058181762695;"2022-10-24 21:52:37"
375;138.67058181762695;"2022-10-24 21:52:38"
376;138.67058181762695;"2022-10-24 21:52:39"
377;138.67058181762695;"2022-10-24 21:52:40"
378;138.67058181762695;"2022-10-24 21:52:41"
379;138.67058181762695;"2022-10-24 21:52:42"
380;138.67058181762695;"2022-10-24 21:52:43"
381;138.67058181762695;"2022-10-24 21:52:44"
382;138.67058181762695;"2022-10-24 21:52:45"
383;138.67058181762695;"2022-10-24 21:52:46"
384;138.67058181762695;"2022-10-24 21:52:47"
385;138.67058181762695;"2022-10-24 21:52:48"
386;138.67058181762695;"2022-10-24 21:52:49"
387;138.67058181762695;"2022-10-24 21:52:51"
388;138.67070388793945;"2022-10-24 21:52:52"
389;138.67070388793945;"2022-10-24 21:52:53"
390;138.67082595825195;"2022-10-24 21:52:54"
391;138.6708869934082;"2022-10-24 21:52:55"
392;138.67102813720703;"2022-10-24 21:52:56"
393;138.67102813720703;"2022-10-24 21:52:57"
394;138.67102813720703;"2022-10-24 21:52:58"
395;138.67102813720703;"2022-10-24 21:53:00"
396;138.67102813720703;"2022-10-24 21:53:01"
397;138.67102813720703;"2022-10-24 21:53:02"
398;138.67102813720703;"2022-10-24 21:53:03"
399;138.67102813720703;"2022-10-24 21:53:04"
400;138.67102813720703;"2022-10-24 21:53:05"
401;138.67102813720703;"2022-10-24 21:53:06"
402;138.67102813720703;"2022-10-24 21:53:07"
403;138.67102813720703;"2022-10-24 21:53:08"
404;138.67102813720703;"2022-10-24 21:53:09"
405;138.67102813720703;"2022-10-24 21:53:11"
406;138.6714210510254;"2022-10-24 21:53:12"
407;138.6714210510254;"2022-10-24 21:53:13"
408;138.67142486572266;"2022-10-24 21:53:14"
409;138.67158889770508;"2022-10-24 21:53:15"
410;138.6715850830078;"2022-10-24 21:53:16"
411;138.6715850830078;"2022-10-24 21:53:17"
412;138.6715850830078;"2022-10-24 21:53:18"
413;138.6715850830078;"2022-10-24 21:53:19"
414;138.6715850830078;"2022-10-24 21:53:20"
415;138.6715850830078;"2022-10-24 21:53:21"
416;138.6715850830078;"2022-10-24 21:53:22"
417;138.6715850830078;"2022-10-24 21:53:23"
418;138.67152404785156;"2022-10-24 21:53:25"
419;138.67152404785156;"2022-10-24 21:53:26"
420;138.67152404785156;"2022-10-24 21:53:27"
421;138.67152404785156;"2022-10-24 21:53:28"
422;138.67152404785156;"2022-10-24 21:53:29"
423;138.67152404785156;"2022-10-24 21:53:30"
424;138.67152404785156;"2022-10-24 21:53:31"
425;138.67152786254883;"2022-10-24 21:53:32"
426;138.67152786254883;"2022-10-24 21:53:34"
427;138.67152786254883;"2022-10-24 21:53:35"
428;138.67152786254883;"2022-10-24 21:53:36"
429;138.67152786254883;"2022-10-24 21:53:37"
430;138.67152786254883;"2022-10-24 21:53:38"
431;138.67152786254883;"2022-10-24 21:53:39"
432;138.67152786254883;"2022-10-24 21:53:40"
433;138.67152786254883;"2022-10-24 21:53:41"
434;138.67152786254883;"2022-10-24 21:53:42"
435;138.67152786254883;"2022-10-24 21:53:43"
436;138.67152786254883;"2022-10-24 21:53:45"
437;138.67152786254883;"2022-10-24 21:53:46"
438;138.67152786254883;"2022-10-24 21:53:47"
439;138.67152786254883;"2022-10-24 21:53:48"
440;138.67152786254883;"2022-10-24 21:53:49"
441;138.67152786254883;"2022-10-24 21:53:50"
442;138.67152786254883;"2022-10-24 21:53:51"
443;138.67152786254883;"2022-10-24 21:53:52"
444;138.67152786254883;"2022-10-24 21:53:53"
445;138.67152786254883;"2022-10-24 21:53:54"
446;138.67152786254883;"2022-10-24 21:53:55"
447;138.67152786254883;"2022-10-24 21:53:57"
448;138.67152786254883;"2022-10-24 21:53:58"
449;138.67158889770508;"2022-10-24 21:53:59"
450;138.67171096801758;"2022-10-24 21:54:00"
451;138.67183303833008;"2022-10-24 21:54:01"
452;138.67183303833008;"2022-10-24 21:54:02"
453;138.67183303833008;"2022-10-24 21:54:03"
454;138.67183303833008;"2022-10-24 21:54:04"
455;138.67183303833008;"2022-10-24 21:54:05"
456;138.67183303833008;"2022-10-24 21:54:06"
457;138.67183303833008;"2022-10-24 21:54:07"
458;138.67183303833008;"2022-10-24 21:54:08"
459;138.67195510864258;"2022-10-24 21:54:10"
460;138.67195510864258;"2022-10-24 21:54:11"
461;138.67195510864258;"2022-10-24 21:54:12"
462;138.67195510864258;"2022-10-24 21:54:13"
463;138.67207717895508;"2022-10-24 21:54:14"
464;138.67207717895508;"2022-10-24 21:54:15"
465;138.67212295532227;"2022-10-24 21:54:16"
466;138.67212295532227;"2022-10-24 21:54:17"
467;138.67212295532227;"2022-10-24 21:54:18"
468;138.67212295532227;"2022-10-24 21:54:19"
469;138.67212295532227;"2022-10-24 21:54:20"
470;138.67212295532227;"2022-10-24 21:54:21"
471;138.67212295532227;"2022-10-24 21:54:23"
472;138.67212295532227;"2022-10-24 21:54:24"
473;138.67224502563477;"2022-10-24 21:54:25"
474;138.67224502563477;"2022-10-24 21:54:26"
475;138.67224502563477;"2022-10-24 21:54:27"
476;138.67224502563477;"2022-10-24 21:54:28"
477;138.67226791381836;"2022-10-24 21:54:29"
478;138.67226791381836;"2022-10-24 21:54:30"
479;138.67255020141602;"2022-10-24 21:54:31"
480;138.66778182983398;"2022-10-24 21:54:33"
481;138.66784286499023;"2022-10-24 21:54:34"
482;138.66784286499023;"2022-10-24 21:54:35"
483;138.66784286499023;"2022-10-24 21:54:36"
484;138.66784286499023;"2022-10-24 21:54:37"
485;138.66784286499023;"2022-10-24 21:54:38"
486;138.66784286499023;"2022-10-24 21:54:39"
487;138.66784286499023;"2022-10-24 21:54:40"
488;138.6678924560547;"2022-10-24 21:54:41"
489;138.6680145263672;"2022-10-24 21:54:42"
490;138.66825485229492;"2022-10-24 21:54:44"
491;138.66896438598633;"2022-10-24 21:54:45"
492;138.6688461303711;"2022-10-24 21:54:46"
493;138.6688461303711;"2022-10-24 21:54:47"
494;138.6688461303711;"2022-10-24 21:54:48"
495;138.6688461303711;"2022-10-24 21:54:49"
496;138.66918182373047;"2022-10-24 21:54:51"
497;138.66924285888672;"2022-10-24 21:54:52"
498;138.66871643066406;"2022-10-24 21:54:53"
499;138.66881561279297;"2022-10-24 21:54:54"
500;138.66881561279297;"2022-10-24 21:54:55"
501;138.66881561279297;"2022-10-24 21:54:56"
502;138.66881561279297;"2022-10-24 21:54:57"
503;138.66881561279297;"2022-10-24 21:54:58"
504;138.66881561279297;"2022-10-24 21:54:59"
505;138.66881561279297;"2022-10-24 21:55:01"
506;138.66875457763672;"2022-10-24 21:55:02"
